1;0;626.00;12.12;228.00;0.00;1.04
2;0;1221.00;11.75;1043.00;0.00;1.32
3;0;632.00;12.45;1002.00;0.00;1.64
4;0;1070.00;10.60;449.00;0.00;1.52
5;0;1285.00;11.20;1012.00;0.00;1.32
6;0;831.00;11.32;862.00;0.00;1.44
7;0;802.00;11.90;1571.00;0.00;1.56
8;0;187.00;10.05;1042.00;0.00;1.56
9;0;468.00;12.32;1262.00;0.00;1.28
10;0;1045.00;11.95;610.00;0.00;0.92
11;0;570.00;10.95;695.00;0.00;1.60
12;0;1012.00;12.15;530.00;0.00;0.92
13;0;609.00;12.15;375.00;0.00;1.60
14;0;225.00;10.95;646.00;0.00;1.36
15;0;815.00;11.80;1191.00;0.00;1.28
16;0;1598.00;10.52;728.00;0.00;1.56
17;0;152.00;10.80;608.00;0.00;1.16
18;0;420.00;12.67;438.00;0.00;1.48
19;0;1112.00;11.62;1373.00;0.00;1.56
20;0;528.00;10.67;646.00;0.00;1.60
21;0;320.00;12.70;1824.00;0.00;1.48
22;0;1411.00;10.90;169.00;0.00;1.20
23;0;1348.00;13.05;1059.00;0.00;1.28
24;0;118.00;10.67;499.00;0.00;1.60
25;0;930.00;9.95;587.00;0.00;1.44
26;0;1236.00;12.17;326.00;0.00;1.64
27;0;332.00;12.35;653.00;0.00;1.44
28;0;87.00;11.25;1779.00;0.00;1.44
29;0;763.00;11.97;769.00;0.00;1.56
30;0;1132.00;10.47;449.00;0.00;1.28
31;0;755.00;10.82;1205.00;0.00;1.48
32;0;54.00;10.50;1724.00;0.00;1.12
33;0;1273.00;10.47;1393.00;0.00;1.56
34;0;730.00;10.35;1694.00;0.00;1.20
35;0;538.00;11.45;547.00;0.00;1.68
36;0;989.00;11.27;1497.00;0.00;1.40
37;0;869.00;12.50;1558.00;0.00;1.60
38;0;680.00;11.40;257.00;0.00;1.48
39;0;769.00;11.47;481.00;0.00;1.28
40;0;194.00;9.90;219.00;0.00;1.36
41;0;1299.00;12.10;360.00;0.00;1.64
42;0;483.00;9.80;345.00;0.00;1.40
43;0;678.00;10.90;1568.00;0.00;1.44
44;0;425.00;11.40;1655.00;0.00;1.16
45;0;676.00;11.07;842.00;0.00;0.80
46;0;162.00;12.10;1729.00;0.00;1.24
47;0;312.00;10.97;547.00;0.00;1.64
48;0;891.00;11.00;1359.00;0.00;1.52
49;0;1213.00;11.60;641.00;0.00;1.64
50;0;171.00;10.40;1213.00;0.00;1.68
51;0;1048.00;12.42;1554.00;0.00;1.40
52;0;1442.00;12.85;959.00;0.00;1.44
53;0;820.00;10.32;325.00;0.00;1.56
54;0;647.00;12.80;633.00;0.00;0.84
55;0;1007.00;11.25;836.00;0.00;1.16
56;0;215.00;10.05;498.00;0.00;1.72
57;0;1005.00;11.37;973.00;0.00;1.20
58;0;583.00;10.22;1924.00;0.00;1.12
59;0;445.00;11.97;725.00;0.00;1.28
60;0;1353.00;12.62;574.00;0.00;1.20
61;0;497.00;11.55;600.00;0.00;1.64
62;0;1427.00;12.15;1172.00;0.00;1.60
63;0;1488.00;11.10;261.00;0.00;1.44
64;0;635.00;9.95;1675.00;0.00;1.48
65;0;741.00;10.00;162.00;0.00;1.04
66;0;221.00;11.27;1449.00;0.00;1.00
67;0;311.00;11.70;976.00;0.00;1.44
68;0;1201.00;10.97;175.00;0.00;1.56
69;0;371.00;10.40;1613.00;0.00;1.32
70;0;884.00;11.65;1481.00;0.00;1.28
71;0;771.00;10.15;1802.00;0.00;1.48
72;0;1532.00;11.62;408.00;0.00;1.28
73;0;942.00;11.45;1574.00;0.00;1.36
74;0;143.00;11.25;1443.00;0.00;0.88
75;0;1582.00;9.72;1079.00;0.00;1.40
76;0;541.00;11.02;303.00;0.00;1.44
77;0;1018.00;13.20;1185.00;0.00;1.48
78;0;882.00;11.65;1016.00;0.00;1.68
79;0;879.00;10.10;315.00;0.00;1.36
80;0;368.00;13.05;485.00;0.00;1.48
81;0;1672.00;10.65;712.00;0.00;1.48
82;0;1232.00;10.70;252.00;0.00;1.52
83;0;1080.00;11.02;1595.00;0.00;1.36
84;0;744.00;12.35;954.00;0.00;1.48
85;0;1083.00;11.15;1654.00;0.00;1.32
86;0;260.00;11.30;1634.00;0.00;1.44
87;0;1562.00;10.40;181.00;0.00;1.12
88;0;707.00;12.75;728.00;0.00;1.60
89;0;828.00;9.85;1043.00;0.00;1.40
90;0;686.00;10.70;434.00;0.00;1.76
91;0;355.00;12.57;427.00;0.00;1.56
92;0;1079.00;10.85;1202.00;0.00;1.84
